"","MSZoning","Neighborhood","HouseStyle","OverallQual","YearBuilt","ExterQual","Foundation","BsmtQual","X1stFlrSF","X2ndFlrSF","GrLivArea","FullBath","TotRmsAbvGrd","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","SaleType","SaleCondition"
"959","RL","CollgCr","1Story","7",2003,"Gd","PConc","Gd",1337,0,1337,2,6,"RFn",2,531,"TA","TA","Y","WD","Normal"
"960","FV","Somerst","2Story","7",1999,"Gd","PConc","Gd",696,720,1416,2,6,"Unf",2,484,"TA","TA","Y","WD","Normal"
"961","RL","BrkSide","1Story","5",1958,"TA","CBlock","TA",858,0,858,1,4,"None",0,0,"None","None","Y","WD","Normal"
"962","RL","NWAmes","2Story","6",1977,"TA","CBlock","Gd",1542,1330,2872,2,11,"Fin",2,619,"TA","TA","Y","WD","Normal"
"963","RL","NPkVill","2Story","6",1976,"TA","CBlock","Gd",804,744,1548,2,7,"Unf",2,440,"TA","TA","Y","WD","Normal"
"964","RL","CollgCr","1Story","9",2007,"Gd","PConc","Ex",1800,0,1800,2,7,"Fin",2,702,"TA","TA","Y","WD","Normal"
"965","RL","Timber","2Story","7",2002,"Gd","PConc","Gd",824,1070,1894,2,8,"Fin",2,510,"TA","TA","Y","WD","Normal"
"966","RL","Gilbert","2Story","6",2005,"Gd","PConc","Gd",783,701,1484,2,8,"Fin",2,393,"TA","TA","Y","New","Partial"
"967","RL","Crawfor","1.5Fin","5",1940,"Gd","BrkTil","TA",976,332,1308,1,7,"Unf",1,256,"TA","TA","Y","WD","Normal"
"968","RL","NAmes","1Story","5",1955,"TA","CBlock","TA",1098,0,1098,1,6,"Unf",1,260,"TA","TA","Y","WD","Normal"
"969","RM","OldTown","1.5Fin","3",1910,"TA","BrkTil","TA",600,368,968,1,6,"None",0,0,"None","None","Y","WD","Abnorml"
"970","RL","NAmes","SLvl","6",1958,"TA","CBlock","TA",1095,0,1095,1,6,"RFn",1,264,"TA","TA","Y","ConLD","Normal"
"971","RL","NAmes","1.5Fin","4",1949,"TA","CBlock","TA",720,472,1192,1,6,"None",0,0,"None","None","Y","WD","Abnorml"
"972","RL","NridgHt","2Story","7",2003,"Gd","PConc","Gd",764,862,1626,2,6,"RFn",2,474,"TA","TA","Y","WD","Normal"
"973","RL","SawyerW","1Story","6",1979,"TA","CBlock","Gd",918,0,918,2,5,"Unf",1,264,"TA","TA","Y","WD","Normal"
"974","FV","Somerst","1Story","7",2007,"Gd","PConc","Gd",1428,0,1428,2,6,"Fin",2,480,"TA","TA","Y","New","Partial"
"975","RL","BrkSide","2Story","7",1910,"TA","BrkTil","Gd",1136,883,2019,1,8,"Unf",2,532,"TA","TA","Y","WD","Normal"
"976","FV","Somerst","2Story","7",2000,"Gd","PConc","Gd",673,709,1382,2,6,"Unf",2,490,"TA","TA","Y","WD","Normal"
"977","RL","BrkSide","1Story","4",1923,"TA","PConc","Gd",869,0,869,1,4,"None",0,0,"None","None","Y","WD","Normal"
"978","FV","Somerst","1Story","7",2006,"Gd","PConc","Gd",1241,0,1241,1,4,"Fin",2,569,"TA","TA","Y","New","Partial"
"979","RL","Edwards","1Story","4",1954,"TA","CBlock","TA",894,0,894,1,5,"Unf",2,400,"TA","TA","Y","WD","Abnorml"
"980","RL","Sawyer","1Story","5",1963,"TA","PConc","TA",1121,0,1121,1,5,"Unf",2,480,"TA","TA","Y","WD","Normal"
"981","RL","NAmes","SFoyer","7",1961,"Ex","CBlock","TA",999,0,999,1,6,"RFn",2,588,"TA","TA","Y","WD","Normal"
"982","RL","NoRidge","2Story","8",1998,"Gd","PConc","Gd",1276,1336,2612,2,8,"Fin",3,676,"TA","TA","Y","WD","Normal"
"983","RL","Blmngtn","1Story","7",2007,"Gd","PConc","Gd",1266,0,1266,2,6,"Fin",2,388,"TA","TA","Y","WD","Normal"
"984","RL","CollgCr","2Story","8",2002,"Gd","PConc","Gd",1149,1141,2290,2,9,"Unf",2,779,"TA","TA","Y","WD","Normal"
"985","RL","Mitchel","1.5Fin","5",1977,"TA","CBlock","None",1302,432,1734,2,8,"Unf",2,539,"TA","TA","Y","COD","Normal"
"986","RL","Edwards","1Story","5",1950,"TA","CBlock","TA",1164,0,1164,1,5,"Unf",1,240,"TA","TA","Y","ConLD","Normal"
"987","RM","OldTown","1.5Fin","6",1910,"TA","CBlock","TA",1001,634,1635,1,5,"Unf",1,255,"Fa","TA","Y","WD","Normal"
"988","RL","NridgHt","1Story","9",2009,"Ex","PConc","Ex",1940,0,1940,2,8,"Fin",3,606,"TA","TA","Y","New","Partial"
"989","RL","NWAmes","2Story","6",1976,"TA","CBlock","TA",1118,912,2030,2,8,"Fin",2,551,"TA","TA","Y","WD","Normal"
"990","FV","Somerst","2Story","7",2006,"Gd","PConc","Gd",778,798,1576,2,6,"RFn",2,614,"TA","TA","Y","New","Partial"
"991","RL","NoRidge","2Story","8",1997,"Gd","PConc","Gd",1407,985,2392,2,7,"Fin",3,870,"TA","TA","Y","WD","Normal"
"992","RM","OldTown","2Story","8",1882,"Gd","BrkTil","TA",916,826,1742,1,8,"Unf",2,424,"TA","TA","P","WD","Normal"
"993","RL","NAmes","2Story","6",1964,"TA","CBlock","TA",1020,831,1851,2,7,"RFn",2,440,"TA","TA","Y","WD","Normal"
"994","RL","CollgCr","2Story","6",2005,"TA","PConc","Gd",750,750,1500,2,6,"RFn",2,564,"TA","TA","Y","New","Partial"
"995","RL","NridgHt","1Story","10",2006,"Ex","PConc","Ex",1718,0,1718,2,7,"Fin",3,786,"TA","TA","Y","WD","Normal"
"996","RL","BrkSide","1.5Fin","4",1946,"TA","CBlock","TA",774,456,1230,1,5,"Unf",1,305,"TA","TA","Y","WD","Abnorml"
"997","RL","NAmes","1Story","5",1961,"TA","CBlock","TA",1050,0,1050,1,6,"Unf",1,368,"TA","TA","Y","COD","Normal"
"998","RL","NWAmes","1Story","6",1970,"TA","CBlock","TA",1442,0,1442,2,6,"RFn",2,615,"TA","TA","Y","WD","Normal"
"999","RM","IDOTRR","1Story","3",1922,"TA","BrkTil","TA",1077,0,1077,1,6,"Unf",1,210,"TA","Fa","P","WD","Normal"
"1000","RL","CollgCr","1Story","7",2006,"Gd","PConc","Gd",1208,0,1208,2,6,"RFn",2,632,"TA","TA","Y","WD","Normal"
"1001","RL","Edwards","1Story","3",1952,"TA","Slab","None",944,0,944,1,4,"Unf",2,528,"TA","Fa","Y","WD","Normal"
"1002","RL","OldTown","1Story","5",1920,"TA","BrkTil","Fa",691,0,691,1,4,"Unf",1,216,"Fa","TA","None","WD","Abnorml"
"1003","RL","Somerst","1Story","8",2006,"Gd","PConc","Gd",1574,0,1574,2,7,"RFn",3,824,"TA","TA","Y","WD","Normal"
"1004","RL","NWAmes","1Story","5",1976,"TA","CBlock","TA",1680,0,1680,2,8,"Unf",2,528,"TA","TA","Y","WD","Normal"
"1005","RL","Blmngtn","1Story","7",2005,"Gd","PConc","Gd",1504,0,1504,2,7,"Fin",2,457,"TA","TA","Y","WD","Normal"
"1006","RL","CollgCr","SLvl","5",1977,"Gd","CBlock","Gd",985,0,985,2,6,"Unf",1,328,"TA","TA","Y","WD","Normal"
"1007","RL","NAmes","1Story","6",1970,"TA","CBlock","Gd",1657,0,1657,2,7,"Unf",2,484,"TA","TA","Y","WD","Normal"
"1008","RM","MeadowV","2Story","4",1970,"TA","CBlock","TA",546,546,1092,1,6,"RFn",1,286,"TA","TA","Y","WD","Normal"
"1009","RL","Mitchel","1Story","7",2004,"Gd","PConc","Ex",1710,0,1710,2,7,"Fin",2,550,"TA","TA","Y","WD","Normal"
"1010","RL","SWISU","1.5Fin","5",1926,"TA","BrkTil","TA",1008,0,1522,2,7,"None",0,0,"None","None","P","WD","Normal"
"1011","RL","Sawyer","1.5Fin","5",1948,"TA","CBlock","TA",720,551,1271,2,7,"Unf",1,312,"TA","TA","Y","WD","Normal"
"1012","RL","Edwards","1Story","5",1965,"TA","CBlock","None",1664,0,1664,2,8,"None",0,0,"None","None","Y","WD","Normal"
"1013","RL","Crawfor","2Story","6",1923,"TA","PConc","TA",900,602,1502,1,7,"Unf",1,180,"TA","TA","Y","WD","Normal"
"1014","RM","OldTown","1Story","5",1910,"TA","BrkTil","TA",1022,0,1022,1,4,"Unf",1,280,"TA","TA","Y","WD","Normal"
"1015","RL","NAmes","1Story","6",1948,"TA","CBlock","TA",1082,0,1082,1,5,"Unf",1,240,"TA","TA","Y","WD","Normal"
"1016","RL","NWAmes","2Story","8",2001,"Gd","PConc","Gd",810,855,1665,2,6,"Fin",2,528,"TA","TA","Y","WD","Normal"
"1017","RL","CollgCr","1Story","7",1996,"Gd","PConc","Gd",1504,0,1504,2,6,"Fin",2,478,"TA","TA","Y","WD","Normal"
"1018","RL","StoneBr","1Story","8",1984,"Gd","CBlock","Gd",1360,0,1360,1,4,"RFn",2,565,"TA","TA","Y","COD","Abnorml"
"1019","RL","Gilbert","SLvl","7",1991,"Gd","PConc","Gd",802,670,1472,2,7,"RFn",2,402,"TA","TA","Y","WD","Normal"
"1020","RL","Blmngtn","1Story","7",2005,"Gd","PConc","Gd",1506,0,1506,2,6,"Fin",2,440,"TA","TA","Y","WD","Normal"
"1021","RL","Edwards","1Story","4",2005,"TA","PConc","Gd",1132,0,1132,1,5,"Fin",2,451,"TA","TA","Y","WD","Normal"
"1022","RL","CollgCr","1Story","7",2006,"Gd","PConc","Gd",1220,0,1220,2,6,"RFn",2,632,"TA","TA","Y","New","Partial"
"1023","RM","OldTown","1.5Fin","5",1930,"TA","CBlock","TA",912,336,1248,1,6,"Unf",1,160,"Fa","Fa","Y","WD","Normal"
"1024","RL","Blmngtn","1Story","7",2005,"Gd","PConc","Gd",1504,0,1504,2,7,"Fin",2,437,"TA","TA","Y","WD","Normal"
"1025","RL","Timber","1Story","8",1976,"Gd","CBlock","Gd",2898,0,2898,2,10,"Fin",2,665,"TA","TA","Y","COD","Abnorml"
"1026","RL","CollgCr","1Story","5",1972,"TA","CBlock","TA",882,0,882,1,5,"Unf",2,461,"TA","TA","Y","WD","Normal"
"1027","RL","NAmes","1Story","5",1960,"TA","CBlock","TA",1264,0,1264,1,6,"Unf",2,461,"TA","TA","Y","WD","Normal"
"1028","RL","Timber","1Story","8",2007,"Gd","PConc","Gd",1646,0,1646,2,7,"RFn",3,800,"TA","TA","Y","New","Partial"
"1029","RL","NAmes","1.5Fin","5",1941,"TA","CBlock","TA",968,408,1376,1,6,"Unf",1,240,"TA","TA","Y","WD","Normal"
"1030","RM","BrDale","2Story","6",1972,"TA","CBlock","TA",672,546,1218,1,7,"Unf",1,264,"TA","TA","Y","WD","Normal"
"1031","RH","SWISU","2Story","5",1916,"TA","PConc","TA",948,980,1928,2,10,"None",0,0,"None","None","None","WD","Normal"
"1032","RL","SWISU","2.5Fin","7",1920,"TA","BrkTil","TA",1687,998,3082,2,12,"Fin",2,672,"TA","TA","Y","WD","Normal"
"1033","RL","NoRidge","2Story","8",1993,"Gd","PConc","Gd",1352,1168,2520,2,10,"RFn",3,796,"TA","TA","Y","WD","Abnorml"
"1034","RL","CollgCr","1Story","7",2002,"Gd","PConc","Gd",1654,0,1654,2,6,"Unf",3,900,"TA","TA","Y","WD","Normal"
"1035","RL","Crawfor","1Story","5",1938,"TA","PConc","Fa",954,0,954,1,5,"Unf",1,240,"Fa","TA","Y","WD","Normal"
"1036","RL","Edwards","1Story","4",1957,"TA","Slab","None",845,0,845,1,5,"Unf",1,290,"TA","TA","None","WD","Normal"
"1037","RL","Timber","1Story","9",2007,"Gd","PConc","Ex",1620,0,1620,2,6,"Fin",3,912,"TA","TA","Y","WD","Normal"
"1038","RL","CollgCr","2Story","8",2001,"Gd","PConc","Gd",1055,1208,2263,2,7,"Fin",2,905,"TA","TA","Y","WD","Normal"
"1039","RM","MeadowV","2Story","4",1970,"TA","CBlock","TA",798,546,1344,1,6,"None",0,0,"None","None","Y","WD","Normal"
"1040","RM","MeadowV","SFoyer","4",1970,"TA","CBlock","Gd",630,0,630,1,3,"Unf",1,286,"TA","TA","Y","WD","Normal"
"1041","RL","Sawyer","1Story","5",1957,"TA","CBlock","TA",1803,0,1803,2,8,"RFn",2,484,"TA","TA","Y","WD","Normal"
"1042","RL","NWAmes","2Story","6",1966,"TA","CBlock","TA",800,832,1632,1,7,"Unf",2,484,"TA","TA","Y","WD","Normal"
"1043","RL","NridgHt","1Story","6",2005,"Gd","PConc","Gd",1306,0,1306,2,5,"RFn",2,624,"TA","TA","Y","WD","Normal"
"1044","RL","SawyerW","2Story","7",1990,"TA","PConc","Gd",1532,797,2329,2,10,"Unf",2,514,"TA","TA","Y","WD","Normal"
"1045","RL","NWAmes","1Story","8",1981,"Gd","PConc","Gd",2524,0,2524,2,9,"Fin",2,542,"TA","TA","Y","WD","Normal"
"1046","RL","Edwards","1Story","3",1955,"TA","Slab","None",1733,0,1733,2,8,"Unf",2,452,"TA","TA","Y","WD","Normal"
"1047","RL","StoneBr","2Story","9",2005,"Gd","PConc","Ex",1992,876,2868,3,11,"Fin",3,716,"TA","TA","Y","New","Partial"
"1048","RL","CollgCr","1Story","5",1994,"TA","PConc","Gd",990,0,990,1,5,"Unf",2,672,"TA","TA","Y","WD","Normal"
"1049","RL","Mitchel","1Story","5",1960,"TA","Slab","None",1771,0,1771,1,9,"Unf",2,336,"TA","TA","Y","WD","Normal"
"1050","RL","Edwards","1Story","4",1946,"TA","CBlock","None",930,0,930,1,6,"Unf",1,308,"TA","TA","Y","WD","Abnorml"
"1051","RL","Gilbert","1Story","7",2007,"Gd","PConc","Gd",1302,0,1302,2,6,"Fin",2,436,"TA","TA","Y","New","Partial"
"1052","RL","CollgCr","1Story","7",2007,"Gd","PConc","Gd",1316,0,1316,2,6,"Fin",2,440,"TA","TA","Y","New","Partial"
"1053","RL","NAmes","2Story","6",1964,"TA","CBlock","TA",1127,850,1977,1,9,"RFn",2,540,"TA","TA","Y","WD","Normal"
"1054","RL","Edwards","1Story","5",1957,"TA","CBlock","TA",1526,0,1526,1,7,"Unf",1,364,"TA","TA","Y","WD","Normal"
"1055","RL","CollgCr","2Story","8",2002,"Gd","PConc","Gd",1091,898,1989,2,7,"Fin",2,586,"TA","TA","Y","WD","Normal"
"1056","RL","NWAmes","1Story","6",1976,"TA","CBlock","Gd",1523,0,1523,2,7,"Fin",2,478,"TA","TA","Y","COD","Abnorml"
"1057","RL","NridgHt","1Story","7",2005,"Gd","PConc","Gd",1364,0,1364,2,6,"RFn",2,484,"TA","TA","Y","WD","Normal"
"1058","RL","NoRidge","2Story","7",1994,"Gd","PConc","Gd",979,871,1850,2,7,"Fin",2,467,"TA","TA","Y","WD","Normal"
"1059","RL","NridgHt","2Story","9",2008,"Ex","PConc","Ex",1130,1054,2184,2,10,"Fin",3,836,"TA","TA","Y","WD","Normal"
"1060","RL","Crawfor","1.5Fin","6",1932,"TA","CBlock","TA",1096,895,1991,1,7,"Unf",2,432,"TA","Fa","Y","WD","Normal"
"1061","RL","StoneBr","1Story","8",2001,"Gd","PConc","Gd",1338,0,1338,2,6,"Fin",2,582,"TA","TA","Y","WD","Normal"
"1062","C (all)","IDOTRR","1Story","3",1935,"Fa","CBlock","TA",894,0,894,1,6,"RFn",3,1248,"TA","TA","Y","ConLD","Normal"
"1063","RM","OldTown","2Story","5",1900,"TA","BrkTil","TA",1422,915,2337,2,10,"Unf",2,560,"TA","TA","Y","WD","Normal"
"1064","RM","OldTown","1Story","6",1925,"TA","BrkTil","TA",1103,0,1103,1,5,"Unf",2,440,"TA","TA","Y","WD","Normal"
"1065","RL","NAmes","1Story","5",1966,"TA","CBlock","TA",1154,0,1154,1,6,"RFn",2,480,"TA","TA","Y","WD","Normal"
"1066","RL","ClearCr","2Story","7",1996,"Gd","PConc","Ex",1306,954,2260,2,7,"RFn",2,533,"TA","TA","Y","WD","Normal"
"1067","RL","Gilbert","2Story","6",1993,"Gd","PConc","Gd",799,772,1571,2,7,"RFn",2,380,"TA","TA","Y","WD","Normal"
"1068","RL","NAmes","2Story","6",1964,"TA","CBlock","TA",798,813,1611,1,7,"RFn",2,442,"TA","TA","Y","WD","Normal"
"1069","RM","MeadowV","2Story","6",1973,"TA","CBlock","Gd",1291,1230,2521,2,10,"Fin",2,576,"TA","TA","Y","WD","Normal"
"1070","RL","NAmes","1.5Unf","5",1949,"TA","CBlock","TA",893,0,893,1,4,"Unf",2,576,"TA","TA","Y","WD","Normal"
"1071","RL","NAmes","1Story","5",1956,"TA","CBlock","TA",1048,0,1048,1,6,"Unf",1,286,"TA","TA","Y","WD","Normal"
"1072","RL","NWAmes","2Story","6",1968,"TA","CBlock","TA",829,727,1556,1,8,"Unf",2,441,"TA","TA","Y","WD","Normal"
"1073","RL","Edwards","1.5Fin","5",1948,"TA","CBlock","Fa",1002,454,1456,1,7,"Unf",1,280,"TA","TA","P","WD","Normal"
"1074","RL","Edwards","2Story","6",1977,"TA","CBlock","TA",698,728,1426,1,6,"Fin",2,440,"TA","TA","Y","WD","Normal"
"1075","RL","CollgCr","1Story","7",2006,"Gd","PConc","Gd",1240,0,1240,2,5,"RFn",3,826,"TA","TA","Y","WD","Normal"
"1076","RL","Crawfor","2Story","7",1940,"TA","CBlock","TA",960,780,1740,1,6,"Unf",1,240,"TA","TA","Y","CWD","Normal"
"1077","RL","OldTown","1.5Fin","5",1936,"TA","CBlock","Fa",1096,370,1466,2,7,"Unf",2,566,"TA","TA","Y","WD","Normal"
"1078","RL","NAmes","1Story","5",1969,"TA","CBlock","TA",1096,0,1096,1,6,"Fin",1,299,"TA","TA","Y","WD","Abnorml"
"1079","RM","CollgCr","1Story","6",2004,"Gd","PConc","Gd",848,0,848,1,3,"RFn",2,420,"TA","TA","Y","WD","Normal"
"1080","RL","CollgCr","1Story","5",1994,"TA","PConc","Gd",990,0,990,1,5,"Unf",1,299,"TA","TA","Y","WD","Normal"
"1081","RL","NWAmes","1Story","6",1971,"Gd","CBlock","TA",1258,0,1258,2,5,"RFn",2,528,"TA","TA","Y","COD","Abnorml"
"1082","RL","Sawyer","1Story","5",1963,"TA","CBlock","TA",1040,0,1040,1,5,"Fin",1,308,"TA","TA","Y","WD","Normal"
"1083","RL","CollgCr","1Story","7",2002,"Gd","PConc","Gd",1459,0,1459,2,6,"RFn",2,527,"TA","TA","Y","WD","Normal"
"1084","RL","NAmes","1Story","6",1964,"TA","CBlock","TA",1251,0,1251,1,6,"RFn",1,461,"TA","TA","Y","WD","Normal"
"1085","RL","Gilbert","2Story","6",1995,"TA","PConc","Gd",691,807,1498,2,6,"Fin",2,409,"TA","TA","Y","WD","Normal"
"1086","RL","SawyerW","SFoyer","6",1992,"TA","PConc","Gd",996,0,996,1,5,"Unf",2,564,"TA","TA","Y","WD","Normal"
"1087","RM","MeadowV","2Story","4",1973,"TA","CBlock","TA",546,546,1092,1,6,"RFn",1,286,"TA","TA","Y","WD","Normal"
"1088","FV","Somerst","2Story","8",2005,"Gd","PConc","Gd",1082,871,1953,2,9,"RFn",3,1043,"TA","TA","Y","WD","Normal"
"1089","RM","Edwards","2Story","7",2004,"Gd","PConc","Gd",970,739,1709,2,7,"Unf",2,380,"TA","TA","Y","WD","Normal"
"1090","FV","Somerst","1Story","8",2005,"Gd","PConc","Gd",1247,0,1247,1,4,"Fin",2,550,"TA","TA","Y","WD","Normal"
"1091","RL","NAmes","1Story","3",1950,"TA","Slab","None",1040,0,1040,2,6,"Unf",2,400,"TA","TA","Y","WD","Normal"
"1092","FV","Somerst","2Story","7",1999,"Gd","PConc","Gd",624,628,1252,2,4,"Unf",2,462,"TA","TA","Y","WD","Normal"
"1093","RL","SWISU","1.5Fin","6",1925,"TA","PConc","TA",1390,304,1694,2,7,"Unf",2,576,"TA","TA","Y","WD","Normal"
"1094","RL","NAmes","1Story","5",1965,"TA","CBlock","TA",1200,0,1200,1,6,"Unf",2,884,"TA","TA","Y","WD","Normal"
"1095","RL","NAmes","1Story","5",1956,"TA","CBlock","TA",936,0,936,1,4,"Fin",1,308,"TA","TA","Y","WD","Normal"
"1096","RL","CollgCr","1Story","6",2006,"Gd","PConc","Gd",1314,0,1314,2,6,"RFn",2,440,"TA","TA","Y","WD","Normal"
"1097","RM","IDOTRR","2Story","6",1914,"TA","PConc","TA",773,582,1355,1,7,"None",0,0,"None","None","Y","WD","Normal"
"1098","RL","StoneBr","1Story","8",1986,"Gd","CBlock","Gd",1088,0,1088,1,5,"RFn",2,461,"TA","TA","Y","WD","Normal"
"1099","RM","BrkSide","1.5Fin","4",1936,"TA","BrkTil","TA",757,567,1324,1,6,"Unf",1,240,"TA","TA","Y","WD","Normal"
"1100","RL","NWAmes","1Story","7",1978,"TA","CBlock","Gd",1601,0,1601,2,7,"RFn",2,478,"TA","TA","Y","COD","Abnorml"
"1101","RL","SWISU","1Story","2",1920,"TA","CBlock","TA",438,0,438,1,3,"Unf",1,246,"TA","TA","None","WD","Normal"
"1102","RL","NAmes","1Story","5",1971,"TA","CBlock","TA",950,0,950,1,5,"Unf",1,280,"TA","TA","Y","WD","Normal"
"1103","RL","NAmes","1Story","5",1960,"TA","CBlock","TA",1134,0,1134,1,6,"RFn",1,254,"TA","TA","Y","WD","Family"
"1104","RL","NAmes","1Story","6",1959,"TA","CBlock","TA",1194,0,1194,1,6,"Fin",2,539,"TA","TA","Y","WD","Normal"
"1105","RM","BrDale","2Story","5",1970,"TA","CBlock","TA",630,672,1302,2,6,"Unf",2,440,"TA","TA","Y","WD","Normal"
"1106","RL","NoRidge","2Story","8",1994,"Gd","PConc","Ex",1500,1122,2622,2,9,"RFn",2,712,"TA","TA","Y","WD","Normal"
"1107","RL","SawyerW","1Story","7",1990,"Gd","PConc","Gd",1442,0,1442,2,6,"Fin",2,719,"TA","TA","Y","WD","Normal"
"1108","RL","Gilbert","2Story","7",2006,"Gd","PConc","Ex",887,1134,2021,2,9,"RFn",2,422,"TA","TA","Y","New","Partial"
"1109","RL","Gilbert","2Story","6",2000,"TA","PConc","Gd",948,742,1690,2,7,"RFn",2,463,"TA","TA","Y","WD","Abnorml"
"1110","RL","NridgHt","1Story","8",2004,"Gd","PConc","Ex",1836,0,1836,2,7,"Fin",3,862,"TA","TA","Y","WD","Normal"
"1111","RL","Gilbert","2Story","6",1995,"TA","PConc","Gd",773,885,1658,2,8,"Fin",2,431,"TA","TA","Y","WD","Normal"
"1112","RL","NWAmes","2Story","7",1976,"TA","CBlock","TA",1098,866,1964,2,8,"RFn",2,483,"TA","TA","Y","WD","Normal"
"1113","RL","NAmes","1Story","5",1957,"TA","CBlock","TA",816,0,816,1,5,"Unf",1,308,"TA","TA","Y","WD","Normal"
"1114","RL","NAmes","1Story","5",1953,"TA","CBlock","TA",1008,0,1008,1,6,"Unf",1,240,"TA","TA","Y","WD","Normal"
"1115","RL","OldTown","1Story","5",1954,"TA","CBlock","TA",833,0,833,1,4,"Unf",1,326,"TA","TA","Y","WD","Normal"
"1116","RL","NridgHt","1Story","8",2007,"Gd","PConc","Ex",1734,0,1734,2,7,"RFn",3,928,"TA","TA","Y","New","Partial"
"1117","RL","Gilbert","SLvl","8",2002,"Gd","PConc","Gd",779,640,1419,2,7,"Fin",2,527,"TA","TA","Y","WD","Normal"
"1118","RL","Sawyer","1Story","5",1967,"TA","CBlock","TA",894,0,894,1,5,"RFn",2,450,"TA","TA","Y","WD","Normal"
"1119","RL","Sawyer","SLvl","5",1958,"TA","CBlock","TA",1021,580,1601,1,6,"RFn",1,300,"TA","TA","Y","WD","Normal"
"1120","RL","NAmes","1Story","5",1959,"TA","CBlock","TA",1040,0,1040,1,6,"RFn",1,286,"TA","TA","Y","WD","Normal"
"1121","RM","IDOTRR","1Story","6",1920,"TA","BrkTil","TA",1012,0,1012,1,6,"Unf",1,308,"TA","TA","Y","WD","Normal"
"1122","RL","CollgCr","1Story","7",2005,"Gd","PConc","Gd",1552,0,1552,2,7,"RFn",3,782,"TA","TA","Y","New","Partial"
"1123","RL","Edwards","1Story","4",1956,"TA","CBlock","TA",960,0,960,1,5,"Unf",1,288,"TA","TA","Y","COD","Abnorml"
"1124","RL","Edwards","1Story","5",1947,"TA","CBlock","TA",698,0,698,1,4,"None",0,0,"None","None","Y","WD","Normal"
"1125","RL","Gilbert","SLvl","7",1992,"TA","PConc","Gd",812,670,1482,2,7,"Fin",2,392,"TA","TA","Y","WD","Normal"
"1126","RL","NAmes","1Story","4",1955,"TA","CBlock","TA",1005,0,1005,1,5,"Unf",2,672,"Fa","Fa","Y","WD","Normal"
"1127","RL","Blmngtn","1Story","7",2007,"Gd","PConc","Gd",1555,0,1555,2,7,"Fin",3,660,"TA","TA","Y","WD","Normal"
"1128","RL","Gilbert","1Story","7",2004,"Gd","PConc","Gd",1530,0,1530,2,7,"Fin",3,630,"TA","TA","Y","WD","Family"
"1129","RL","Gilbert","2Story","7",2004,"Gd","PConc","Gd",847,1112,1959,2,8,"Fin",2,434,"TA","TA","Y","WD","Normal"
"1130","RM","OldTown","SFoyer","5",1980,"TA","CBlock","Gd",936,0,936,1,4,"Unf",2,672,"TA","TA","Y","WD","Normal"
"1131","RL","SWISU","1.5Fin","4",1928,"TA","BrkTil","TA",1328,653,1981,2,7,"Unf",2,576,"TA","TA","Y","WD","Normal"
"1132","RL","Mitchel","1Story","5",1991,"TA","PConc","Gd",974,0,974,1,5,"None",0,0,"None","None","Y","Oth","Abnorml"
"1133","RM","OldTown","2Story","6",1880,"TA","BrkTil","TA",1178,1032,2210,2,8,"Unf",1,205,"Fa","TA","None","WD","Normal"
"1134","RL","SawyerW","2Story","8",1995,"Gd","PConc","Gd",1142,878,2020,2,8,"RFn",2,466,"TA","TA","Y","WD","Normal"
"1135","RL","Gilbert","2Story","6",1997,"TA","PConc","Gd",916,684,1600,2,7,"Fin",2,460,"TA","TA","Y","WD","Normal"
"1136","RM","BrkSide","1Story","6",1926,"TA","BrkTil","TA",986,0,986,1,5,"Unf",1,180,"TA","TA","Y","WD","Normal"
"1137","RL","NAmes","1.5Fin","6",1950,"TA","CBlock","TA",1032,220,1252,1,6,"Unf",1,288,"TA","TA","Y","WD","Abnorml"
"1138","RL","Sawyer","1.5Fin","5",1875,"TA","CBlock","TA",780,240,1020,1,6,"None",0,0,"None","None","None","WD","Normal"
"1139","RL","Mitchel","1Story","6",1977,"TA","PConc","TA",1567,0,1567,2,5,"RFn",2,714,"TA","TA","Y","WD","Normal"
"1140","RL","BrkSide","1Story","5",1920,"TA","BrkTil","TA",1167,0,1167,1,6,"Unf",2,495,"TA","TA","Y","WD","Normal"
"1141","RL","NAmes","1Story","5",1951,"TA","CBlock","TA",952,0,952,1,4,"Unf",2,840,"TA","TA","Y","COD","Abnorml"
"1142","RL","NWAmes","2Story","5",1976,"TA","CBlock","TA",1088,780,1868,2,9,"Unf",2,484,"TA","TA","Y","WD","Normal"
"1143","RL","CollgCr","2Story","8",2006,"Gd","PConc","Ex",1466,1362,2828,3,11,"RFn",3,1052,"TA","TA","Y","New","Partial"
"1144","RL","Sawyer","1Story","5",1959,"TA","CBlock","TA",1006,0,1006,1,5,"None",0,0,"None","None","Y","WD","Normal"
"1145","RL","Edwards","1.5Fin","4",1941,"TA","BrkTil","Gd",672,252,924,1,5,"Unf",1,280,"TA","TA","Y","WD","Normal"
"1146","RM","BrkSide","1.5Fin","5",1928,"TA","BrkTil","TA",1042,534,1576,1,8,"Unf",1,225,"TA","TA","Y","WD","Family"
"1147","RL","SawyerW","1Story","6",1985,"Gd","CBlock","Gd",1298,0,1298,2,5,"Unf",2,403,"TA","TA","Y","WD","Normal"
"1148","RL","Crawfor","2Story","7",1941,"TA","CBlock","TA",860,704,1564,1,7,"Unf",1,234,"TA","TA","Y","WD","Normal"
